dataset,model,defense,defense_params,n_seeds,test_accuracy,test_f1,shadow_attack_auc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,conf_attack_auc,conf_attack_tpr01,label_only_attack_auc,label_only_attack_tpr01,test_accuracy_p_val,test_accuracy_fdr_q_val,test_f1_p_val,test_f1_fdr_q_val,shadow_attack_auc_p_val,shadow_attack_auc_fdr_q_val,shadow_attack_tpr01_p_val,shadow_attack_tpr01_fdr_q_val,shadow_attack_tpr05_p_val,shadow_attack_tpr05_fdr_q_val,shadow_attack_adv_p_val,shadow_attack_adv_fdr_q_val,conf_attack_auc_p_val,conf_attack_auc_fdr_q_val,conf_attack_tpr01_p_val,conf_attack_tpr01_fdr_q_val,label_only_attack_auc_p_val,label_only_attack_auc_fdr_q_val,label_only_attack_tpr01_p_val,label_only_attack_tpr01_fdr_q_val
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.01}",10,"0.7403 (0.7346, 0.7469)","0.7051 (0.6977, 0.7127)","0.7788 (0.7691, 0.7880)","0.0124 (0.0079, 0.0185)","0.0771 (0.0633, 0.0936)","0.5157 (0.5032, 0.5277)","0.7681 (0.7553, 0.7807)","0.0066 (0.0042, 0.0095)","0.7031 (0.6955, 0.7109)","0.0000 (0.0000, 0.0000)",0.011946016974991334,0.04600830861989906,0.009200972698740638,0.039042098505341176,3.5467600070738105e-10,3.004458974380471e-08,0.027340404322045535,0.20375110840000601,0.10177573513949688,0.3133096160176669,1.3716700355323702e-08,1.6565553506044778e-07,2.0298089738943827e-09,1.0622666963380603e-07,0.005815313425958937,0.18201931023251475,0.00011150665753321142,0.0012444381002063023,,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.05}",10,"0.7423 (0.7372, 0.7480)","0.7073 (0.7009, 0.7139)","0.8329 (0.8237, 0.8404)","0.0371 (0.0290, 0.0483)","0.1755 (0.1472, 0.1952)","0.5774 (0.5675, 0.5886)","0.7990 (0.7847, 0.8122)","0.0021 (0.0005, 0.0043)","0.7124 (0.7050, 0.7210)","0.0000 (0.0000, 0.0000)",0.36075682643213464,0.5152095667443376,0.17713857664723626,0.3215572888182314,1.0723720062451513e-08,1.5305673180044433e-07,0.008379485702067714,0.14121900276382301,4.4597163831373435e-05,0.0017504386803814072,4.497170246794529e-09,8.306537985255777e-08,2.0085415962720937e-09,1.0622666963380603e-07,0.00038545095662318075,0.02642940755446037,2.2406802920051462e-05,0.0003544535290976446,,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",10,"0.7425 (0.7368, 0.7497)","0.7067 (0.6999, 0.7144)","0.8427 (0.8377, 0.8479)","0.0443 (0.0404, 0.0484)","0.1864 (0.1723, 0.1990)","0.5917 (0.5817, 0.6015)","0.8040 (0.7915, 0.8169)","0.0030 (0.0010, 0.0055)","0.7110 (0.7063, 0.7167)","0.0000 (0.0000, 0.0000)",0.41268779795851107,0.5627560881252424,0.12471799093084804,0.2556606742030653,4.63992330923725e-09,8.814807104804541e-08,6.40322284557633e-07,0.00020042087506653912,1.6176942641292512e-06,0.00025397799946829243,7.162151499170268e-09,1.124457785369732e-07,9.074780455933006e-09,2.0353436165449742e-07,0.00013811695037114127,0.02642940755446037,7.067577729618354e-05,0.0008876877628400652,,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.2}",10,"0.7392 (0.7337, 0.7457)","0.7020 (0.6963, 0.7085)","0.8376 (0.8316, 0.8437)","0.0541 (0.0437, 0.0659)","0.1919 (0.1719, 0.2141)","0.5838 (0.5744, 0.5940)","0.8013 (0.7881, 0.8146)","0.0036 (0.0015, 0.0059)","0.7101 (0.7040, 0.7172)","0.0000 (0.0000, 0.0000)",0.005660081958953704,0.02830040979476852,0.0005109314527989237,0.0048538488015897755,6.917206537828677e-09,1.0860014264391023e-07,0.000465758487554792,0.048594135534883294,8.442404817937516e-06,0.000662728778208095,1.0776207390070994e-08,1.3534916481929168e-07,1.6233995143394688e-07,2.5487372375129663e-06,0.0005066340106286332,0.02642940755446037,0.0005374416147907936,0.0035789997742885983,,
Citeseer,GraphSAGE,none,{},10,"0.7434 (0.7375, 0.7495)","0.7092 (0.7016, 0.7164)","0.7432 (0.7354, 0.7515)","0.0183 (0.0144, 0.0224)","0.0855 (0.0756, 0.0951)","0.4687 (0.4581, 0.4773)","0.7347 (0.7224, 0.7477)","0.0154 (0.0114, 0.0195)","0.6850 (0.6756, 0.6942)","0.0000 (0.0000, 0.0000)",,,,,,,,,,,,,,,,,,,,
Cora,GCN,dropedge,"{""rate"": 0.1}",10,"0.8697 (0.8650, 0.8751)","0.8600 (0.8547, 0.8648)","0.5697 (0.5645, 0.5744)","0.0130 (0.0100, 0.0161)","0.0620 (0.0544, 0.0711)","0.1413 (0.1332, 0.1490)","0.5736 (0.5697, 0.5795)","0.0109 (0.0075, 0.0139)","0.5476 (0.5393, 0.5558)","0.0000 (0.0000, 0.0000)",0.5239039862153155,0.6487588665850403,0.6895189594894907,0.776730843693695,0.08793012582321207,0.13736348014173427,0.9391133857978309,0.9669160847194772,0.7725689377176826,0.8903110381890156,0.07484882937993398,0.10982491787523023,0.586920803558262,0.6851045811051832,0.5601961721918998,0.7862843134352674,0.031416482171248275,0.08152706943613189,,
Cora,GCN,dropedge,"{""rate"": 0.2}",10,"0.8686 (0.8637, 0.8733)","0.8592 (0.8537, 0.8636)","0.5689 (0.5620, 0.5753)","0.0119 (0.0098, 0.0137)","0.0581 (0.0508, 0.0654)","0.1391 (0.1309, 0.1463)","0.5716 (0.5657, 0.5784)","0.0102 (0.0063, 0.0147)","0.5509 (0.5429, 0.5585)","0.0000 (0.0000, 0.0000)",0.2884825434317803,0.4671450277162352,0.4771698938649896,0.6142021712397054,0.08183184647066892,0.12977373632217193,0.539101720429233,0.8007916401679597,0.25188744657284806,0.5529902588430146,0.006885744793101013,0.013771489586202027,0.39001234546772306,0.5109048326925126,0.3741328559501219,0.6582353823283912,0.0010283083980870134,0.006092242207534381,,
Cora,GCN,dropedge,"{""rate"": 0.3}",10,"0.8683 (0.8645, 0.8715)","0.8590 (0.8551, 0.8627)","0.5740 (0.5676, 0.5794)","0.0105 (0.0077, 0.0135)","0.0607 (0.0520, 0.0676)","0.1368 (0.1300, 0.1441)","0.5744 (0.5680, 0.5814)","0.0083 (0.0044, 0.0130)","0.5526 (0.5420, 0.5623)","0.0000 (0.0000, 0.0000)",0.21935604050894855,0.3766052502713876,0.4149997518242563,0.564803768216012,0.5827718346201344,0.6582386909018784,0.21477692354710043,0.5845667571325429,0.5293370784851696,0.7454157930783891,0.0037415746615975963,0.007938205700957063,0.8688147314635487,0.9003558603285621,0.14164712188670855,0.4172330867880538,0.0027463395341828295,0.011977091857408452,,
Cora,GCN,dropedge,"{""rate"": 0.5}",10,"0.8714 (0.8665, 0.8760)","0.8627 (0.8576, 0.8674)","0.5768 (0.5715, 0.5818)","0.0100 (0.0074, 0.0127)","0.0630 (0.0584, 0.0678)","0.1330 (0.1255, 0.1403)","0.5800 (0.5745, 0.5853)","0.0142 (0.0076, 0.0216)","0.5559 (0.5466, 0.5646)","0.0000 (0.0000, 0.0000)",0.7175059634078766,0.7956486262505977,0.4346031608433895,0.5815112715510141,0.9356688361746465,0.9590924953859477,0.18468068507641439,0.5239439388866141,0.870149469944667,0.950655982456956,0.002371881559878566,0.005172019512512984,0.17245337955377754,0.2590926372243356,0.6109782822737323,0.8137710738369285,0.0002344483923070117,0.0018404198796100417,,
Cora,GCN,edge_sparsification,"{""rate"": 0.05}",10,"0.8681 (0.8638, 0.8731)","0.8580 (0.8531, 0.8636)","0.5793 (0.5702, 0.5873)","0.0098 (0.0067, 0.0127)","0.0535 (0.0462, 0.0600)","0.1538 (0.1451, 0.1628)","0.5808 (0.5743, 0.5876)","0.0117 (0.0084, 0.0151)","0.5436 (0.5356, 0.5516)","0.0000 (0.0000, 0.0000)",0.18795173312216137,0.33270958968829806,0.15690834317428942,0.29615150864021517,0.3321201697393591,0.4143123437915136,0.19559292984878254,0.5374805190321323,0.058939198998889816,0.24351195375857107,0.013123890667182461,0.023820240864134642,0.024657150452357973,0.05161563494693602,0.8295818758726216,0.931161606057857,0.5088834775796297,0.6417245460241113,,
Cora,GCN,edge_sparsification,"{""rate"": 0.1}",10,"0.8634 (0.8589, 0.8686)","0.8531 (0.8478, 0.8580)","0.5858 (0.5780, 0.5930)","0.0142 (0.0120, 0.0164)","0.0653 (0.0611, 0.0698)","0.1608 (0.1503, 0.1701)","0.5810 (0.5745, 0.5883)","0.0102 (0.0076, 0.0122)","0.5506 (0.5426, 0.5587)","0.0000 (0.0000, 0.0000)",0.00870819295050233,0.03596862305642267,0.010568546958514618,0.0423885163917855,0.0006190811487021783,0.0016199290057706999,0.3776149364277155,0.6818226842108595,0.6705547767252699,0.8204395006877949,0.0003149172356947253,0.0008989455637103976,0.14967267038150017,0.23498609249895527,0.26655159848205107,0.5753837953440136,0.030902978623960985,0.08152706943613189,,
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",10,"0.8568 (0.8524, 0.8611)","0.8471 (0.8423, 0.8517)","0.5887 (0.5813, 0.5955)","0.0116 (0.0092, 0.0142)","0.0617 (0.0577, 0.0656)","0.1715 (0.1628, 0.1807)","0.5922 (0.5855, 0.5984)","0.0146 (0.0107, 0.0193)","0.5505 (0.5426, 0.5575)","0.0000 (0.0000, 0.0000)",0.0010836518232526183,0.008127388674394638,0.0029395966121186076,0.014960447043817913,0.0019466988192052416,0.004527877253558858,0.48120383868669137,0.76233454531841,0.6003789547151758,0.7954387838842413,1.2295119311670917e-06,7.878913191560547e-06,0.000992774066439641,0.003213722235691209,0.3934224852100573,0.6766002080810326,0.03979354373676549,0.09611671333341817,,
Cora,GCN,edge_sparsification,"{""rate"": 0.3}",10,"0.8469 (0.8434, 0.8502)","0.8362 (0.8319, 0.8398)","0.5964 (0.5906, 0.6019)","0.0135 (0.0092, 0.0184)","0.0671 (0.0611, 0.0728)","0.1856 (0.1792, 0.1923)","0.6015 (0.5929, 0.6122)","0.0148 (0.0105, 0.0198)","0.5588 (0.5510, 0.5646)","0.0000 (0.0000, 0.0000)",1.1372226318928247e-06,4.051355626118188e-05,5.009150078916642e-06,0.00015706430398533858,0.0006611650648464046,0.0017157506641468682,0.8346351048837939,0.9296825189630872,0.5426337164325713,0.7506034667833806,4.46534495222289e-07,3.186632534086335e-06,0.0002206877071120353,0.0009239458671090545,0.37753680615314367,0.6582353823283912,0.0005844080152468945,0.0036700823357504976,,
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.8692 (0.8646, 0.8746)","0.8601 (0.8547, 0.8659)","0.5743 (0.5676, 0.5803)","0.0143 (0.0113, 0.0174)","0.0595 (0.0530, 0.0662)","0.1435 (0.1345, 0.1514)","0.5770 (0.5703, 0.5837)","0.0171 (0.0121, 0.0216)","0.5443 (0.5378, 0.5504)","0.0000 (0.0000, 0.0000)",0.3644831553210628,0.516804473962701,0.7090098506603849,0.7879005560703355,0.2675657627189417,0.35751340210105403,0.3351290706287074,0.6589208148677645,0.38892267502960715,0.6734224485247354,0.05814744827042602,0.08906487198494523,0.4538855076811158,0.5700801976474814,0.0245784175249977,0.3399603377447811,0.24836886789082038,0.38607833919662177,,
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.8695 (0.8647, 0.8744)","0.8603 (0.8554, 0.8659)","0.5737 (0.5674, 0.5798)","0.0139 (0.0115, 0.0164)","0.0611 (0.0562, 0.0660)","0.1433 (0.1354, 0.1505)","0.5747 (0.5694, 0.5805)","0.0133 (0.0089, 0.0175)","0.5430 (0.5368, 0.5484)","0.0000 (0.0000, 0.0000)",0.4649393447318574,0.6106346232653427,0.7739646959582753,0.8292478885267236,0.1460726975968346,0.2123464215065096,0.4233240497091901,0.7270267101872337,0.5188089450673664,0.7454157930783891,0.021476054635168662,0.03746378419690533,0.8533030675445671,0.8963417921608962,0.5070409666563084,0.7521508178361351,0.5314982886941931,0.6622637406745105,,
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.8705 (0.8661, 0.8751)","0.8613 (0.8557, 0.8662)","0.5729 (0.5665, 0.5786)","0.0142 (0.0107, 0.0178)","0.0610 (0.0575, 0.0645)","0.1424 (0.1337, 0.1506)","0.5714 (0.5665, 0.5762)","0.0153 (0.0106, 0.0200)","0.5406 (0.5344, 0.5463)","0.0000 (0.0000, 0.0000)",0.9600480732698254,0.9668328653070679,0.6874254824807436,0.776730843693695,0.06602789700926225,0.10686989515932137,0.44649531688901883,0.727880386386786,0.478205857562077,0.7390610064876596,0.02418594494293045,0.04127384082652261,0.017975721006810167,0.03919705830651662,0.12805838451062151,0.39685420150321327,0.7112855134348128,0.7976558972090401,,
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.8720 (0.8674, 0.8765)","0.8626 (0.8578, 0.8676)","0.5731 (0.5663, 0.5798)","0.0123 (0.0092, 0.0154)","0.0586 (0.0549, 0.0627)","0.1401 (0.1321, 0.1474)","0.5679 (0.5608, 0.5746)","0.0153 (0.0099, 0.0205)","0.5349 (0.5284, 0.5415)","0.0000 (0.0000, 0.0000)",0.3581153209336174,0.5152095667443376,0.2471987415650081,0.4119979026083468,0.08290448989193853,0.13081411972898843,0.6595997675223175,0.8448845768337475,0.19420017127334063,0.47639729515491375,0.009284133580879844,0.0178847726650078,0.024148305062390282,0.0508897167086614,0.25516301794938473,0.5585637791216077,0.06187346321240652,0.13957313374865582,,
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.8720 (0.8673, 0.8765)","0.8623 (0.8568, 0.8674)","0.5731 (0.5652, 0.5804)","0.0127 (0.0096, 0.0154)","0.0585 (0.0542, 0.0629)","0.1359 (0.1276, 0.1436)","0.5641 (0.5560, 0.5716)","0.0103 (0.0062, 0.0145)","0.5280 (0.5200, 0.5352)","0.0000 (0.0000, 0.0000)",0.4294248387334435,0.5772928256558085,0.39168940779646,0.5486632135206764,0.12154834271779212,0.18088236783595604,0.9205135345407817,0.9572117485424074,0.1802037115810718,0.45267172349165236,1.3742140134199981e-05,6.031885508501751e-05,0.01039575658647599,0.024179759764099713,0.49752142893156287,0.745091900744398,0.0019348424672357692,0.009346777457108177,,
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 10.0}",10,"0.8700 (0.8644, 0.8757)","0.8611 (0.8557, 0.8667)","0.5810 (0.5732, 0.5889)","0.0104 (0.0088, 0.0120)","0.0614 (0.0539, 0.0680)","0.1481 (0.1356, 0.1615)","0.5775 (0.5702, 0.5850)","0.0109 (0.0063, 0.0157)","0.5464 (0.5392, 0.5534)","0.0000 (0.0000, 0.0000)",0.8470396069737328,0.8940973629167179,0.8935547888943781,0.9226924450539774,0.3394045237858902,0.421237235054425,0.06968840384744053,0.3378961472124805,0.6629066495989072,0.8204395006877949,0.85365666277191,0.8817374740473017,0.5406302473090272,0.6523670799902512,0.6751795839764129,0.8419570110940925,0.07222389715277859,0.15488053093706702,,
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 3.0}",10,"0.8730 (0.8688, 0.8772)","0.8638 (0.8592, 0.8683)","0.5697 (0.5628, 0.5756)","0.0119 (0.0087, 0.0156)","0.0635 (0.0586, 0.0689)","0.1281 (0.1213, 0.1348)","0.5630 (0.5548, 0.5705)","0.0091 (0.0050, 0.0135)","0.5265 (0.5201, 0.5333)","0.0000 (0.0000, 0.0000)",0.18307131985636707,0.3281467054029221,0.14150546202216277,0.27249362619132694,0.03956956926520617,0.06789532649876906,0.6076319037170004,0.8269077646235701,0.9577292017388367,0.9813551380071835,0.0002049759529851236,0.0006310044042875374,0.013272694853063918,0.02955763250966007,0.1347706860132495,0.4135610266877166,5.940890075888457e-05,0.0008110606451430328,,
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",10,"0.8699 (0.8652, 0.8748)","0.8604 (0.8553, 0.8666)","0.5791 (0.5720, 0.5859)","0.0095 (0.0083, 0.0109)","0.0525 (0.0449, 0.0591)","0.1568 (0.1470, 0.1672)","0.5789 (0.5731, 0.5847)","0.0142 (0.0095, 0.0200)","0.5444 (0.5371, 0.5515)","0.0000 (0.0000, 0.0000)",0.33034556389358316,0.5071470098409604,0.7049148271421911,0.7878459832765665,0.5080031816347428,0.5864448493871662,0.029086523568706855,0.21172283434895922,0.007988656389464374,0.06271095265729534,0.004463284512023473,0.009405847897821278,0.10955490076736718,0.18558989365596698,0.3975799274911066,0.6778826483173528,0.08044805556368312,0.16744399145187558,,
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",10,"0.8698 (0.8654, 0.8737)","0.8602 (0.8549, 0.8656)","0.6105 (0.6021, 0.6179)","0.0116 (0.0098, 0.0135)","0.0722 (0.0664, 0.0788)","0.1798 (0.1710, 0.1890)","0.5965 (0.5863, 0.6085)","0.0133 (0.0076, 0.0197)","0.5459 (0.5382, 0.5536)","0.0000 (0.0000, 0.0000)",0.6035375398424587,0.7064931694525404,0.7857190612038204,0.8386888855546397,2.0349079138761595e-07,1.9967533904909816e-06,0.43052352905640234,0.7270267101872337,0.06470231589952388,0.25395658990563125,1.392488197463834e-05,6.031885508501751e-05,0.002660637168097212,0.007264696267674127,0.7628987007317027,0.8909973631679962,0.0725077644832766,0.15488053093706702,,
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",10,"0.8693 (0.8641, 0.8738)","0.8594 (0.8536, 0.8647)","0.6286 (0.6225, 0.6346)","0.0164 (0.0135, 0.0197)","0.0818 (0.0737, 0.0905)","0.2057 (0.1997, 0.2123)","0.6140 (0.5994, 0.6281)","0.0153 (0.0099, 0.0210)","0.5482 (0.5401, 0.5563)","0.0000 (0.0000, 0.0000)",0.46799286495245584,0.6118255344561924,0.502260751952039,0.6305916929794323,2.88998485776757e-09,7.372191189561776e-08,0.16878803420997898,0.5019095327971383,0.022134055687069745,0.12636533610436182,1.8095230267946694e-07,1.4291126992257618e-06,0.00021638928798512066,0.0009239458671090545,0.2551904805571562,0.5585637791216077,0.0075306489645929515,0.026273597498690963,,
Cora,GCN,label_smoothing,"{""alpha"": 0.2}",10,"0.8696 (0.8654, 0.8732)","0.8601 (0.8552, 0.8642)","0.6468 (0.6402, 0.6528)","0.0217 (0.0181, 0.0252)","0.0877 (0.0785, 0.0975)","0.2285 (0.2181, 0.2397)","0.6370 (0.6235, 0.6510)","0.0199 (0.0129, 0.0279)","0.5518 (0.5433, 0.5606)","0.0000 (0.0000, 0.0000)",0.5554492468138895,0.6707755734828751,0.7188389527427214,0.7914584246044215,1.6986730932462248e-10,3.004458974380471e-08,0.004619055010138736,0.12424239262327212,0.001898445869548548,0.022927384732240156,9.357417557248571e-09,1.224262130406688e-07,3.6154319411215254e-06,3.0682314311139434e-05,0.0772120997004585,0.34427155675539634,0.002702294685868277,0.01195099339947379,,
Cora,GCN,none,{},10,"0.8706 (0.8656, 0.8762)","0.8607 (0.8552, 0.8674)","0.5764 (0.5695, 0.5831)","0.0128 (0.0112, 0.0148)","0.0637 (0.0590, 0.0688)","0.1472 (0.1388, 0.1550)","0.5750 (0.5707, 0.5792)","0.0122 (0.0086, 0.0155)","0.5414 (0.5340, 0.5487)","0.0000 (0.0000, 0.0000)",,,,,,,,,,,,,,,,,,,,
Cora,GraphSAGE,dropedge,"{""rate"": 0.1}",10,"0.8753 (0.8711, 0.8794)","0.8652 (0.8598, 0.8703)","0.6586 (0.6499, 0.6679)","0.0148 (0.0128, 0.0168)","0.0726 (0.0646, 0.0801)","0.3117 (0.3013, 0.3232)","0.6605 (0.6495, 0.6715)","0.0165 (0.0124, 0.0225)","0.6339 (0.6272, 0.6415)","0.0000 (0.0000, 0.0000)",0.6793356395698562,0.7622466821945237,0.8793990561806155,0.9147033978521001,0.019325855546732454,0.03507698636805775,0.2741671585282776,0.6054981460200438,0.9723758663233172,0.9881101036424647,0.0003637863009332705,0.0010068316295947961,1.788891312095424e-05,0.00011463507591795166,0.7941534034136104,0.9105128764412456,0.0034254064217122933,0.013968540472956623,,
Cora,GraphSAGE,dropedge,"{""rate"": 0.2}",10,"0.8733 (0.8678, 0.8780)","0.8629 (0.8568, 0.8689)","0.6722 (0.6641, 0.6803)","0.0159 (0.0130, 0.0192)","0.0731 (0.0670, 0.0801)","0.3257 (0.3154, 0.3369)","0.6736 (0.6640, 0.6857)","0.0165 (0.0113, 0.0245)","0.6429 (0.6371, 0.6490)","0.0000 (0.0000, 0.0000)",0.11500961680837163,0.24101279992930819,0.018080999939177025,0.06159127363030885,0.0001676840229893544,0.0005162037570456596,0.07302623810279005,0.3378961472124805,0.8458459474441563,0.9351958714699475,7.320570499684239e-06,3.568488613562356e-05,3.814814494060569e-09,1.3309463901500207e-07,0.8086494525012656,0.9203901041196223,0.00011889535989232188,0.0012444381002063023,,
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",10,"0.8690 (0.8645, 0.8744)","0.8580 (0.8519, 0.8639)","0.6824 (0.6745, 0.6910)","0.0151 (0.0122, 0.0180)","0.0767 (0.0714, 0.0826)","0.3377 (0.3249, 0.3506)","0.6851 (0.6751, 0.6968)","0.0154 (0.0098, 0.0230)","0.6533 (0.6473, 0.6582)","0.0000 (0.0000, 0.0000)",0.0024820497934733856,0.014436412064079897,0.0016995601815684273,0.010529883733630474,1.3745945471401111e-05,6.85115377463484e-05,0.14932035760428863,0.47209365586002366,0.14213061143848058,0.3719084332640242,7.965073177767398e-06,3.789443905786308e-05,2.4678366722647046e-09,1.1070010215587389e-07,0.3661311760516176,0.6582353823283912,2.0637991733564644e-06,5.400274503616082e-05,,
Cora,GraphSAGE,dropedge,"{""rate"": 0.5}",10,"0.8600 (0.8551, 0.8654)","0.8488 (0.8430, 0.8552)","0.7031 (0.6962, 0.7107)","0.0171 (0.0139, 0.0205)","0.0770 (0.0750, 0.0793)","0.3695 (0.3593, 0.3803)","0.7046 (0.6962, 0.7142)","0.0148 (0.0098, 0.0215)","0.6704 (0.6630, 0.6770)","0.0000 (0.0000, 0.0000)",4.476443346848514e-05,0.0006714665020272771,3.7018111550622414e-05,0.0006133620091816211,1.1263222852826386e-06,8.00372959016751e-06,0.08460640981974062,0.3578622469402542,0.3290588550273427,0.6445877965216733,6.540750146150811e-08,6.22362286633744e-07,1.8586518947934545e-09,1.0622666963380603e-07,0.29703657182839166,0.6157115694191164,4.200183719633698e-07,1.6485721099562263e-05,,
Cora,GraphSAGE,edge_sparsification,"{""rate"": 0.05}",10,"0.8714 (0.8660, 0.8762)","0.8615 (0.8546, 0.8680)","0.6448 (0.6369, 0.6526)","0.0130 (0.0112, 0.0152)","0.0703 (0.0617, 0.0781)","0.3007 (0.2921, 0.3090)","0.6451 (0.6348, 0.6561)","0.0136 (0.0101, 0.0188)","0.6214 (0.6128, 0.6291)","0.0000 (0.0000, 0.0000)",0.054072432837280075,0.13688679510403268,0.0909725241206546,0.21251778175726688,0.41743969611149334,0.49462665878871287,0.8541349439897941,0.9374730078001474,0.5467868205442995,0.7530309721531142,0.33173086104331073,0.4053054099906598,0.8947628713432644,0.9181553647117157,0.002842381929822413,0.12709507771920217,0.3780759295607909,0.527392948064917,,
Cora,GraphSAGE,edge_sparsification,"{""rate"": 0.1}",10,"0.8660 (0.8624, 0.8692)","0.8564 (0.8513, 0.8609)","0.6482 (0.6400, 0.6564)","0.0138 (0.0117, 0.0160)","0.0665 (0.0607, 0.0736)","0.3084 (0.2989, 0.3164)","0.6489 (0.6383, 0.6612)","0.0159 (0.0114, 0.0222)","0.6264 (0.6186, 0.6337)","0.0000 (0.0000, 0.0000)",0.00016480931741541562,0.0022366978792092117,0.0010076958639716098,0.00717983303079772,0.8914573124594442,0.9177626102041491,0.6400379089112753,0.8325450100883367,0.09219630583263493,0.30094696867395604,0.007760317446670082,0.015422403026926618,0.06520452120503585,0.11973227870398397,0.5290162534210824,0.767596849063765,0.06279830521454012,0.1398487080664227,,
Cora,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",10,"0.8547 (0.8505, 0.8587)","0.8432 (0.8375, 0.8490)","0.6593 (0.6493, 0.6692)","0.0132 (0.0102, 0.0162)","0.0668 (0.0589, 0.0744)","0.3216 (0.3087, 0.3322)","0.6565 (0.6447, 0.6673)","0.0165 (0.0112, 0.0227)","0.6343 (0.6269, 0.6414)","0.0000 (0.0000, 0.0000)",6.733495503437365e-07,2.74149459782807e-05,1.2518395724759398e-06,5.1273023944777275e-05,0.0005693031811430343,0.0015021949485622924,0.9355641194212645,0.9664408230325273,0.06273157688597991,0.2493381663569328,0.00034169664499000997,0.00096660132006183,0.0023458746712222596,0.006461444269857803,0.8725015788909937,0.9435343302768944,0.00046360712713934863,0.003308469043676261,,
